DateTime,RecordingTime,Values,
,32.851833,0.492882,
,32.865143,0.521494,
,32.878193,0.549829,
,32.893768,0.583992,
,32.907581,0.614573,
,32.921425,0.645456,
,32.935139,0.676269,
,32.949478,0.708672,
,32.963089,0.739595,
,32.978832,0.775521,
,32.99255,0.806937,
,33.007061,0.840253,
,33.021313,0.873025,
,33.034847,0.904172,
,33.050087,0.939239,
,33.063671,0.970465,
,33.077385,1.001927,
,33.090733,1.032474,
,33.104168,1.063118,
,33.117588,1.093595,
,33.132023,1.126201,
,33.147507,1.160949,
,33.1609,1.19079,
,33.175331,1.222682,
,33.191353,1.257747,
,33.205612,1.288624,
,33.219612,1.318594,
,33.233517,1.348009,
,33.250912,1.384263,
,33.265636,1.41446,
,33.28434,1.452106,
,33.298557,1.480157,
,33.314095,1.51023,
,33.331028,1.542263,
,33.349453,1.576204,
,33.365746,1.605384,
,33.380516,1.631127,
,33.394821,1.655394,
,33.411983,1.683612,
,33.429508,1.711387,
,33.444458,1.734219,
,33.460365,1.757613,
,33.475468,1.778948,
,33.489758,1.798329,
,33.50396,1.816793,
,33.519051,1.835525,
,33.53643,1.855942,
,33.556004,1.877423,
,33.57333,1.895069,
,33.588501,1.909451,
,33.603256,1.922459,
,33.62072,1.936597,
,33.635731,1.947644,
,33.655094,1.960364,
,33.671055,1.969544,
,33.684685,1.976439,
,33.698738,1.982631,
,33.715557,1.988811,
,33.732399,1.993649,
,33.747917,1.996904,
,33.761436,1.998798,
,33.775215,1.999823,
,33.788548,1.999945,
,33.802212,1.999183,
,33.816219,1.997468,
,33.829872,1.99489,
,33.844551,1.991121,
,33.857937,1.986787,
,33.871803,1.9814,
,33.887253,1.974323,
,33.901093,1.967032,
,33.914467,1.959135,
,33.927513,1.950635,
,33.940426,1.941449,
,33.953739,1.931183,
,33.96719,1.919996,
,33.980747,1.907907,
,33.994976,1.894345,
,34.007416,1.881766,
,34.02087,1.867412,
,34.036129,1.850207,
,34.051521,1.831871,
,34.064617,1.81551,
,34.080601,1.794606,
,34.093994,1.776321,
,34.106991,1.757918,
,34.12019,1.738585,
,34.133095,1.71906,
,34.14624,1.698555,
,34.159363,1.677486,
,34.174541,1.652387,
,34.189163,1.627489,
,34.202488,1.604205,
,34.215996,1.580044,
,34.229626,1.555111,
,34.243336,1.529502,
,34.256668,1.504098,
,34.270397,1.47744,
,34.284927,1.44872,
,34.300373,1.417625,
,34.314922,1.387844,
,34.328232,1.360201,
,34.344032,1.326926,
,34.356747,1.299813,
,34.370701,1.269725,
,34.384003,1.240751,
,34.397663,1.210727,
,34.411083,1.180979,
,34.424252,1.151577,
,34.437794,1.121135,
,34.451447,1.090268,
,34.464699,1.060159,
,34.478195,1.029368,
,34.491371,0.999205,
,34.505081,0.967745,
,34.518475,0.936955,
,34.532375,0.90497,
,34.546177,0.873211,
,34.56049,0.840294,
,34.576126,0.8044,
,34.588566,0.775912,
,34.601974,0.745298,
,34.617157,0.710787,
,34.630295,0.681079,
,34.643986,0.650288,
,34.657009,0.621197,
,34.670822,0.590561,
,34.684269,0.560993,
,34.700367,0.525944,
,34.713364,0.497958,
,34.726761,0.46942,
,34.739601,0.44238,
,34.752445,0.415668,
,34.767448,0.384909,
,34.780815,0.35793,
,34.796402,0.32701,
,34.809563,0.301372,
,34.823074,0.275531,
,34.836632,0.250095,
,34.850365,0.224869,
,34.864601,0.199303,
,34.879192,0.173743,
,34.89291,0.150335,
,34.906113,0.128386,
,34.918995,0.107541,
,34.933132,0.085323,
,34.946068,0.065617,
,34.959023,0.046501,
,34.972073,0.027874,
,34.985893,0.008853,
,34.999516,-0.009163,
,35.012432,-0.025564,
,35.027328,-0.043635,
,35.040405,-0.058747,
,35.054119,-0.073823,
,35.067337,-0.087597,
,35.080528,-0.10059,
,35.095566,-0.114469,
,35.108269,-0.125412,
,35.122276,-0.136638,
,35.136055,-0.146814,
,35.149235,-0.155733,
,35.163872,-0.164697,
,35.176907,-0.171839,
,35.19244,-0.179309,
,35.205158,-0.184577,
,35.218407,-0.189249,
,35.231617,-0.193072,
,35.247635,-0.196589,
,35.262524,-0.198753,
,35.275505,-0.19977,
,35.288731,-0.199971,
,35.302883,-0.199255,
,35.316593,-0.197641,
,35.330093,-0.195169,
,35.344376,-0.191604,
,35.35762,-0.187426,
,35.371323,-0.182225,
,35.384903,-0.176193,
,35.398121,-0.169487,
,35.411125,-0.162092,
,35.424259,-0.153825,
,35.43766,-0.144569,
,35.451508,-0.134142,
,35.464455,-0.123609,
,35.477737,-0.112022,
,35.490788,-0.099875,
,35.504852,-0.08595,
,35.518757,-0.071344,
,35.532372,-0.056247,
,35.54567,-0.040752,
,35.559135,-0.02432,
,35.572147,-0.007742,
,35.585342,0.009754,
,35.600945,0.031314,
,35.616844,0.054239,
,35.631573,0.076312,
,35.644939,0.09702,
,35.657936,0.117762,
,35.67131,0.139708,
,35.686291,0.164994,
,35.699841,0.188485,
,35.71315,0.212123,
,35.728649,0.24031,
,35.74139,0.264006,
,35.754513,0.288886,
,35.767658,0.314272,
,35.782028,0.342526,
,35.795795,0.370073,
,35.808723,0.396337,
,35.821609,0.422878,
,35.835663,0.452227,
,35.84922,0.480905,
,35.862789,0.509942,
,35.876087,0.538707,
,35.892101,0.573716,
,35.905842,0.604049,
,35.919533,0.634509,
,35.933392,0.665575,
,35.946987,0.696238,
,35.960934,0.727863,
,35.974365,0.758456,
,35.988327,0.790375,
,36.002396,0.822643,
,36.016193,0.854347,
,36.031445,0.889432,
,36.045471,0.921714,
,36.059151,0.953181,
,36.072388,0.983585,
,36.087666,1.018599,
,36.103004,1.053622,
,36.116188,1.083608,
,36.131313,1.117835,
,36.144611,1.147749,
,36.157902,1.177445,
,36.17189,1.208483,
,36.185349,1.238085,
,36.201931,1.274192,
,36.214748,1.301793,
,36.229774,1.333781,
,36.243694,1.363032,
,36.257008,1.39065,
,36.269974,1.41717,
,36.284939,1.447309,
,36.299721,1.476557,
,36.313374,1.503075,
,36.327011,1.529077,
,36.340107,1.553567,
,36.353497,1.578089,
,36.366917,1.60214,
,36.380043,1.62513,
,36.394936,1.650545,
,36.408096,1.672401,
,36.421654,1.694304,
,36.435116,1.715424,
,36.449615,1.73744,
,36.463161,1.757316,
,36.478561,1.779076,
,36.491711,1.796932,
,36.504936,1.814207,
,36.519478,1.832396,
,36.533474,1.849084,
,36.547264,1.864733,
,36.563049,1.881655,
,36.57856,1.897246,
,36.592167,1.910057,
,36.608124,1.924035,
,36.623482,1.93641,
,36.638931,1.947782,
,36.653145,1.957278,
,36.666622,1.965416,
,36.68047,1.972896,
,36.696045,1.980234,
,36.709549,1.985667,
,36.723492,1.990368,
,36.737625,1.994186,
,36.750805,1.996884,
,36.765091,1.998867,
,36.778412,1.999831,
,36.791759,1.99994,
,36.804729,1.999225,
,36.81834,1.997604,
,36.831821,1.995121,
,36.846012,1.991566,
,36.862297,1.9863,
,36.874989,1.981322,
,36.888084,1.975386,
,36.901711,1.968352,
,36.914902,1.960717,
,36.928284,1.952146,
,36.941505,1.942865,
,36.955471,1.932197,
,36.96973,1.920397,
,36.98283,1.908752,
,36.996212,1.896076,
,37.009083,1.883151,
,37.022293,1.869139,
,37.03548,1.854413,
,37.049519,1.837944,
,37.06432,1.819699,
,37.076626,1.803856,
,37.089455,1.786705,
,37.102276,1.768926,
,37.11655,1.748398,
,37.129822,1.728632,
,37.144062,1.706711,
,37.156788,1.686514,
,37.170284,1.664489,
,37.184029,1.641429,
,37.197456,1.618309,
,37.211555,1.593425,
,37.224693,1.569694,
,37.23814,1.544882,
,37.252132,1.518521,
,37.265133,1.493548,
,37.279922,1.464617,
,37.293781,1.437007,
,37.308064,1.408086,
,37.321545,1.380364,
,37.335697,1.350856,
,37.348675,1.323445,
,37.361599,1.295846,
,37.377796,1.260846,
,37.391911,1.230003,
,37.405445,1.200163,
,37.418049,1.17215,
,37.430889,1.143419,
,37.444515,1.112741,
,37.457546,1.083243,
,37.471432,1.051663,
,37.484154,1.022606,
,37.497536,0.991961,
,37.510269,0.962724,
,37.522804,0.9339,
,37.536461,0.902478,
,37.55183,0.86711,
,37.565926,0.834705,
,37.578499,0.805842,
,37.591461,0.776155,
,37.605198,0.744794,
,37.618313,0.71498,
,37.631832,0.684381,
,37.645386,0.653883,
,37.658894,0.623687,
,37.672745,0.592954,
,37.685616,0.564616,
,37.698696,0.536076,
,37.711506,0.50839,
,37.725712,0.478017,
,37.739613,0.44865,
,37.753674,0.419341,
,37.767227,0.391478,
,37.780117,0.36536,
,37.793278,0.339094,
,37.806171,0.313776,
,37.818806,0.289379,
,37.832157,0.264058,
,37.846203,0.237962,
,37.859119,0.214464,
,37.872055,0.191434,
,37.884907,0.169068,
,37.898521,0.145951,
,37.911922,0.123795,
,37.924614,0.103377,
,37.939152,0.080672,
,37.952572,0.060388,
,37.966522,0.040009,
,37.979988,0.021028,
,37.992935,0.003436,
,38.005863,-0.013472,
,38.018894,-0.029839,
,38.032669,-0.046389,
,38.046551,-0.062274,
,38.059361,-0.076211,
,38.072647,-0.089922,
,38.086525,-0.103432,
,38.100544,-0.116216,
,38.114311,-0.127925,
,38.127148,-0.138069,
,38.140507,-0.147833,
,38.154037,-0.15689,
,38.168018,-0.165356,
,38.181221,-0.172514,
,38.195881,-0.179504,
,38.208443,-0.184686,
,38.221146,-0.189163,
,38.233795,-0.192858,
,38.247673,-0.196031,
,38.260227,-0.198105,
,38.274151,-0.199519,
,38.287167,-0.199997,
,38.301453,-0.199583,
,38.314819,-0.198306,
,38.329086,-0.195995,
,38.341961,-0.193071,
,38.355911,-0.189008,
,38.368961,-0.184367,
,38.382153,-0.178855,
,38.396736,-0.171804,
,38.410942,-0.163977,
,38.424004,-0.15595,
,38.436954,-0.147213,
,38.450912,-0.136934,
,38.465416,-0.12532,
,38.479702,-0.112955,
,38.494095,-0.099583,
,38.507099,-0.086723,
,38.521019,-0.072145,
,38.534325,-0.057438,
,38.547985,-0.041571,
,38.56345,-0.022678,
,38.577686,-0.004433,
,38.590355,0.012477,
,38.603676,0.030931,
,38.616573,0.049442,
,38.630592,0.070264,
,38.64521,0.092738,
,38.660728,0.117419,
,38.673576,0.138482,
,38.688126,0.162993,
,38.702217,0.187386,
,38.716282,0.212349,
,38.72942,0.236211,
,38.744869,0.264903,
,38.758362,0.290506,
,38.772133,0.31714,
,38.785545,0.343549,
,38.798653,0.369777,
,38.81184,0.396567,
,38.825745,0.42523,
,38.839394,0.453755,
,38.853489,0.483596,
,38.86787,0.514418,
,38.882637,0.54643,
,38.89732,0.578584,
,38.911617,0.610199,
,38.924469,0.638829,
,38.938114,0.669438,
,38.95187,0.700491,
,38.965794,0.732087,
,38.979061,0.762322,
,38.992432,0.792905,
,39.0061,0.824247,
,39.019142,0.854223,
,39.03167,0.883036,
,39.045456,0.914767,
,39.058777,0.945416,
,39.071644,0.974982,
,39.085884,1.007639,
,39.099453,1.038675,
,39.114086,1.072017,
,39.128445,1.104573,
,39.141888,1.134885,
,39.157249,1.169297,
,39.170937,1.199731,
,39.183975,1.228482,
,39.19812,1.259411,
,39.211102,1.287508,
,39.22377,1.314661,
,39.236538,1.341723,
,39.250519,1.370997,
,39.263672,1.398177,
,39.276218,1.423746,
,39.28915,1.449723,
,39.30624,1.483432,
,39.320477,1.51095,
,39.333378,1.535414,
,39.347565,1.561783,
,39.360241,1.584855,
,39.373245,1.608017,
,39.386414,1.630938,
,39.400002,1.654011,
,39.413055,1.6756,
,39.426056,1.696527,
,39.439762,1.717953,
,39.453957,1.739435,
,39.467278,1.75892,
,39.481277,1.778678,
,39.495548,1.798041,
,39.510574,1.817567,
,39.52404,1.834292,
,39.539516,1.8526,
,39.554531,1.869408,
,39.57056,1.886297,
,39.584358,1.899942,
,39.598251,1.912843,
,39.612186,1.924924,
,39.627171,1.936938,
,39.642719,1.948332,
,39.657127,1.957897,
,39.67091,1.966148,
,39.684223,1.973276,
,39.69767,1.979631,
,39.71159,1.985308,
,39.724907,1.989879,
,39.738239,1.993608,
,39.750713,1.996326,
,39.765316,1.998558,
,39.778248,1.999679,
,39.791134,1.999996,
,39.804436,1.999483,
,39.817387,1.998167,
,39.831535,1.995807,
,39.845108,1.99264,
,39.858093,1.988786,
,39.872284,1.983655,
,39.88485,1.978314,
,39.898361,1.971741,
,39.911602,1.964466,
,39.924244,1.956758,
,39.936707,1.948439,
,39.951252,1.937825,
,39.964188,1.927577,
,39.977036,1.916658,
,39.990414,1.904502,
,40.00423,1.891126,
,40.018047,1.87692,
,40.031334,1.862489,
,40.045322,1.846492,
,40.058075,1.831201,
,40.070839,1.815231,
,40.083767,1.798394,
,40.097588,1.779668,
,40.110771,1.761116,
,40.123665,1.74234,
,40.13662,1.72286,
,40.151249,1.700135,
,40.164272,1.679266,
,40.178844,1.655238,
,40.191944,1.633037,
,40.205639,1.609243,
,40.219803,1.584014,
,40.233784,1.558523,
,40.248135,1.53178,
,40.260963,1.50738,
,40.274197,1.481756,
,40.286835,1.45687,
,40.300262,1.430006,
,40.313702,1.402698,
,40.327286,1.374688,
,40.341366,1.345254,
,40.354549,1.317343,
,40.367764,1.289044,
,40.381844,1.258572,
,40.395672,1.228338,
,40.409817,1.197131,
,40.422554,1.168801,
,40.435276,1.140313,
,40.450394,1.106246,
,40.463425,1.076716,
,40.477215,1.04532,
,40.490166,1.015722,
,40.504471,0.982935,
,40.517345,0.953367,
,40.531181,0.921535,
,40.544632,0.890586,
,40.558334,0.859059,
,40.571938,0.827788,
,40.585846,0.795887,
,40.599098,0.765569,
,40.61301,0.733843,
,40.626942,0.702223,
,40.640209,0.672268,
,40.654266,0.640723,
,40.666969,0.612404,
,40.681042,0.581266,
,40.694187,0.552441,
,40.7085,0.521344,
,40.721382,0.493647,
,40.734432,0.465891,
,40.747337,0.43876,
,40.76096,0.410491,
,40.773678,0.384458,
,40.788174,0.355224,
,40.801769,0.328264,
,40.816006,0.300527,
,40.829048,0.27559,
,40.842991,0.249438,
,40.856014,0.225511,
,40.870441,0.199598,
,40.883549,0.176604,
,40.896355,0.154662,
,40.90884,0.133784,
,40.922195,0.11203,
,40.936008,0.090179,
,40.94952,0.069462,
,40.962387,0.05035,
,40.975491,0.031517,
,40.989388,0.012253,
,41.001911,-0.004457,
,41.016022,-0.022545,
,41.029289,-0.038818,
,41.043301,-0.05522,
,41.056087,-0.06947,
,41.068909,-0.083058,
,41.082176,-0.09638,
,41.094803,-0.108345,
,41.108067,-0.120153,
,41.12241,-0.13204,
,41.134998,-0.141708,
,41.149494,-0.151942,
,41.163795,-0.161093,
,41.176601,-0.168482,
,41.189297,-0.175048,
,41.203335,-0.181425,
,41.216263,-0.186473,
,41.229397,-0.190789,
,41.243206,-0.194438,
,41.256252,-0.197045,
,41.268913,-0.198795,
,41.283237,-0.199844,
,41.296413,-0.199937,
,41.309765,-0.199178,
,41.323944,-0.197434,
,41.337574,-0.194847,
,41.351982,-0.191144,
,41.364464,-0.187133,
,41.377354,-0.182215,
,41.390507,-0.176385,
,41.403881,-0.169619,
,41.416786,-0.162298,
,41.431362,-0.153097,
,41.444847,-0.143714,
,41.458065,-0.133709,
,41.470848,-0.12328,
,41.485153,-0.110746,
,41.49847,-0.09826,
,41.511364,-0.085436,
,41.524685,-0.07143,
,41.538258,-0.056384,
,41.55151,-0.040952,
,41.566238,-0.022947,
,41.57983,-0.005561,
,41.592911,0.011867,
,41.606075,0.030081,
,41.618973,0.048565,
,41.633026,0.069409,
,41.646732,0.090424,
,41.659794,0.111081,
,41.673008,0.132574,
,41.687996,0.157656,
,41.70171,0.181248,
,41.715591,0.205737,
,41.728813,0.2296,
,41.743141,0.256044,
,41.756115,0.280489,
,41.770008,0.307168,
,41.783081,0.332727,
,41.796356,0.359123,
,41.810001,0.386682,
,41.823841,0.41507,
,41.836906,0.44224,
,41.851097,0.472132,
,41.864281,0.500245,
,41.877483,0.528706,
,41.891651,0.559553,
,41.904743,0.588328,
,41.917904,0.61749,
,41.932163,0.649332,
,41.945374,0.67903,
,41.95813,0.707861,
,41.97155,0.738346,
,41.984882,0.768759,
,41.99892,0.800887,
,42.012657,0.832412,
,42.025555,0.862059,
,42.038982,0.892958,
,42.052269,0.923533,
,42.065369,0.953668,
,42.077744,0.982096,
,42.091465,1.013544,
,42.104527,1.043398,
,42.117207,1.072277,
,42.131985,1.105784,
,42.147404,1.140536,
,42.161583,1.172269,
,42.176266,1.204878,
,42.189442,1.233896,
,42.203842,1.265317,
,42.217323,1.294429,
,42.230408,1.322395,
,42.244564,1.352286,
,42.256992,1.378205,
,42.270153,1.405296,
,42.283039,1.431456,
,42.297913,1.461164,
,42.31142,1.487677,
,42.324718,1.513313,
,42.337612,1.537724,
,42.351135,1.562829,
,42.364445,1.587012,
,42.378891,1.61266,
,42.392181,1.63568,
,42.405094,1.657507,
,42.419022,1.680423,
,42.433464,1.703489,
,42.446781,1.724105,
,42.460327,1.744426,
,42.473923,1.764131,
,42.486691,1.782006,
,42.50317,1.804142,
,42.516571,1.821349,
,42.531273,1.839396,
,42.54491,1.85534,
,42.55909,1.871093,
,42.574955,1.887709,
,42.58786,1.90042,
,42.601074,1.912681,
,42.615719,1.925365,
,42.628643,1.935758,
,42.64365,1.946876,
,42.65773,1.956369,
,42.671761,1.964918,
,42.684734,1.972004,
,42.699062,1.978914,
,42.714287,1.985194,
,42.729069,1.990237,
,42.741787,1.993742,
,42.75473,1.996514,
,42.769855,1.998733,
,42.783131,1.999775,
,42.796284,1.999971,
,42.810837,1.999216,
,42.825798,1.997378,
,42.838768,1.994915,
,42.85326,1.991208,
,42.867928,1.986436,
,42.882263,1.980782,
,42.895382,1.974757,
,42.909054,1.967616,
,42.923889,1.958879,
,42.937115,1.950228,
,42.950115,1.940943,
,42.963371,1.930683,
,42.976246,1.919957,
,42.991913,1.90591,
,43.004765,1.893576,
,43.018272,1.879841,
,43.031487,1.865649,
,43.044575,1.850859,
,43.058098,1.834831,
,43.070686,1.819241,
,43.083538,1.802666,
,43.098991,1.781871,
,43.112518,1.762911,
,43.126305,1.74288,
,43.139133,1.723607,
,43.154861,1.699172,
,43.167843,1.678346,
,43.182362,1.654378,
,43.196308,1.630699,
,43.209946,1.606947,
,43.225037,1.579989,
,43.239765,1.55302,
,43.252758,1.52872,
,43.26627,1.502953,
,43.27916,1.477924,
,43.292282,1.452017,
,43.305706,1.425077,
,43.320278,1.395368,
,43.334412,1.366108,
,43.348557,1.336422,
,43.362766,1.306213,
,43.375652,1.278506,
,43.388718,1.250136,
,43.404331,1.215887,
,43.417645,1.186422,
,43.43079,1.157101,
,43.446011,1.122922,
,43.460609,1.089917,
,43.473331,1.061013,
,43.486275,1.031494,
,43.499058,1.002238,
,43.511692,0.97325,
,43.526833,0.938457,
,43.541824,0.903954,
,43.555786,0.871824,
,43.569542,0.840194,
,43.583035,0.809213,
,43.596329,0.778764,
,43.609749,0.748116,
,43.624332,0.714945,
,43.637638,0.684832,
,43.656216,0.643074,
,43.693985,0.55944,
,43.873417,0.199645,
,43.890923,0.169051,
,43.907963,0.140213,
,43.922531,0.116329,
,43.938885,0.090379,
,43.953312,0.068272,
,43.967106,0.047844,
,43.979076,0.030689,
,43.991833,0.013014,
